UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,10,2025,22,4500245,2300029,2200216,1666319,1580080,328901,324581,39676,36292,153346,151334,7168,6833,104619,101096,1761915,1672412,382009,376315,63252,58914,192513,189173,14878,14199,1712073,1643006,1162142,1100218,297577,295435,17629,17078,147333,145564,5080,4983,82312,79728,1237577,1173241,339852,336591,32578,31655,180295,177378,10813,10543,587956,557210,504177,479862,31324,29146,22047,19214,6013,5770,2088,1850,22307,21368,524338,499171,42157,39724,30674,27259,12218,11795,4065,3656
R,10,2025,23,4501024,2299028,2201996,1662303,1578965,332458,328643,39205,36298,157783,153511,6941,6779,100338,97800,1753797,1667926,382929,378753,62561,59069,195183,189397,14452,13989,1717589,1649967,1162238,1102981,301752,299789,17828,17237,151867,147949,5028,4899,78876,77112,1234314,1173344,341953,339676,32649,31944,183316,178119,10711,10353,581439,552029,500065,475984,30706,28854,21377,19061,5916,5562,1913,1880,21462,20688,519483,494582,40976,39077,29912,27125,11867,11278,3741,3636
R,10,2025,24,4553712,2323860,2229852,1673719,1595112,338197,333407,38572,36475,167206,162001,6764,6627,99402,96230,1764063,1682709,388199,382243,62245,59325,204196,197433,14192,13859,1748253,1682641,1178516,1123071,307597,304835,17841,17518,161332,156464,4904,4663,78063,76090,1249560,1192505,347249,343867,33037,32434,192542,186428,10487,10146,575607,547211,495203,472041,30600,28572,20731,18957,5874,5537,1860,1964,21339,20140,514503,490204,40950,38376,29208,26891,11654,11005,3705,3713
R,10,2025,25,4594472,2342485,2251987,1681846,1602678,346155,342752,39165,37013,171369,168566,6855,6617,97095,94361,1770235,1688153,394684,390516,63034,59876,207136,203250,14081,13768,1769041,1705762,1187694,1131656,316249,314044,18273,17715,165546,162978,5063,4632,76216,74737,1257146,1199491,354658,352225,33635,32829,195789,192280,10550,10049,573444,546225,494152,471022,29906,28708,20892,19298,5823,5588,1792,1985,20879,19624,513089,488662,40026,38291,29399,27047,11347,10970,3531,3719
R,10,2025,26,4514457,2296905,2217552,1654575,1582259,337133,333928,38106,36273,166347,167300,6817,6423,93927,91369,1739854,1664807,383988,380341,61618,59113,200461,200340,14131,13391,1741177,1685431,1175416,1123079,308269,306137,17996,17743,160680,161820,5028,4530,73788,72122,1242505,1188307,345458,343130,33360,32918,189439,189618,10575,9824,555728,532121,479159,459180,28864,27791,20110,18530,5667,5480,1789,1893,20139,19247,497349,476500,38530,37211,28258,26195,11022,10722,3556,3567
R,10,2025,27,4518780,2292286,2226494,1650286,1582869,338698,337635,37592,35889,167065,173803,6735,6524,91910,89774,1733372,1664252,384192,382632,60968,58776,200454,206024,13906,13300,1743383,1699593,1176570,1127661,310335,310432,17862,17588,161362,168225,4897,4643,72357,71044,1242016,1192143,346469,346358,33202,32890,189619,195460,10425,9867,548903,526901,473716,455208,28363,27203,19730,18301,5703,5578,1838,1881,19553,18730,491356,472109,37723,36274,27766,25886,10835,10564,3481,3433
R,10,2025,28,4494904,2274078,2220826,1638317,1575905,334517,335700,36526,35092,170003,180961,6538,6385,88177,86783,1718148,1654249,377360,378380,59533,57949,202444,212422,13338,13028,1733114,1701451,1170324,1126235,307034,309453,17459,17449,164520,175424,4761,4654,69016,68236,1232884,1187823,340692,343173,32569,32695,191919,202092,9971,9751,540964,519375,467993,449670,27483,26247,19067,17643,5483,5537,1777,1731,19161,18547,485264,466426,36668,35207,26964,25254,10525,10330,3367,3277
R,10,2025,29,4526191,2288272,2237919,1648989,1586000,333993,337606,36806,34540,174873,188334,6722,6388,86889,85051,1727512,1662503,375326,378922,60222,57409,206874,219479,13613,13225,1749594,1721348,1183073,1138059,306627,311826,17600,17153,169436,182733,4896,4688,67962,66889,1244536,1198235,339014,344534,32905,32335,196650,209085,10216,10014,538678,516571,465916,447941,27366,25780,19206,17387,5437,5601,1826,1700,18927,18162,482976,464268,36312,34388,27317,25074,10224,10394,3397,3211
R,10,2025,30,4601126,2327462,2273664,1671883,1607258,348307,349594,37147,35078,178057,192125,6840,6755,85228,82854,1748438,1681541,388337,389654,60832,57907,209649,222301,13795,13616,1785478,1753752,1202560,1156488,320471,322858,18082,17659,172621,186515,4992,4982,66752,65250,1262425,1215016,351844,354421,33902,33103,199513,212100,10393,10337,541984,519912,469323,450770,27836,26736,19065,17419,5436,5610,1848,1773,18476,17604,486013,466525,36493,35233,26930,24804,10136,10201,3402,3279
R,10,2025,31,4652845,2353983,2298862,1682213,1617846,362453,363264,37069,35592,182517,194042,6853,6867,82878,81251,1756252,1690284,400602,401805,61003,58917,213323,223742,14003,13657,1812717,1782345,1213022,1170041,334490,336798,18277,17824,177088,188536,5065,5063,64775,64083,1270770,1227105,364250,367212,34333,33822,203325,213767,10626,10380,541266,516517,469191,447805,27963,26466,18792,17768,5429,5506,1788,1804,18103,17168,485482,463179,36352,34593,26670,25095,9998,9975,3377,3277
R,10,2025,32,4751697,2406706,2344991,1716758,1646832,377641,376927,38428,36635,187620,198741,7222,6873,79037,78983,1787074,1716971,413158,413791,61590,60001,217657,227718,14145,13671,1859277,1826287,1241493,1196833,349180,350027,19124,18921,182353,193208,5303,5087,61824,62211,1296454,1252030,376714,378829,34764,35064,207958,217919,10720,10378,547429,518704,475265,449999,28461,26900,19304,17714,5267,5533,1919,1786,17213,16772,490620,464941,36444,34962,26826,24937,9699,9799,3425,3293
R,10,2025,33,4831233,2444845,2386388,1745563,1678793,382897,382740,39860,37068,191782,203101,7266,7071,77477,77615,1814192,1747478,416425,417653,63564,60325,221480,232477,14193,13931,1892061,1864336,1265888,1225820,353986,355205,20093,19435,186495,197616,5313,5215,60286,61045,1319155,1279766,379558,382230,36112,35523,211962,222767,10761,10539,552784,522052,479675,452973,28911,27535,19767,17633,5287,5485,1953,1856,17191,16570,495037,467712,36867,35423,27452,24802,9518,9710,3432,3392
R,10,2025,34,4911120,2474975,2436145,1766484,1710609,387068,394183,39655,36572,199405,210404,8077,7422,74286,76955,1831299,1777726,418584,428732,62358,59294,228923,240631,15389,14757,1927245,1921663,1292445,1267181,357789,364869,20006,19444,193810,204561,5954,5561,57241,60047,1342168,1319359,381446,391269,35154,34893,218971,230344,11694,11368,547730,514482,474039,443428,29279,29314,19649,17128,5595,5843,2123,1861,17045,16908,489131,458367,37138,37463,27204,24401,9952,10287,3695,3389
R,10,2025,35,4939588,2489910,2449678,1787177,1728115,382511,390856,39068,35963,203002,214259,8149,7673,70003,72812,1848352,1791960,411295,422906,60476,57989,231639,242688,15064,14479,1942148,1942236,1312123,1290589,353468,361540,19526,19180,197309,208539,5938,5774,53784,56614,1358862,1340032,374699,385839,33784,34129,221869,232813,11384,11139,547762,507442,475054,437526,29043,29316,19542,16783,5693,5720,2211,1899,16219,16198,489490,451928,36596,37067,26692,23860,9770,9875,3680,3340
R,10,2025,36,4794389,2418878,2375511,1741648,1675765,364494,375848,37287,34347,202289,214539,8167,7195,64993,67817,1798487,1734823,390764,405356,57511,54836,228808,241511,14449,13730,1893630,1892611,1285799,1258557,336673,348242,18499,18400,196840,208989,6011,5458,49808,52965,1329089,1304408,355849,370528,31878,32415,219702,232285,11017,10694,525248,482900,455849,417208,27821,27606,18788,15947,5449,5550,2156,1737,15185,14852,469398,430415,34915,34828,25633,22421,9106,9226,3432,3036
R,10,2025,37,4718286,2376307,2341979,1726604,1667104,344114,359010,36926,33215,198943,210591,7985,7283,61735,64776,1780326,1723668,368468,386770,55993,52831,224686,236560,14194,13507,1851961,1862913,1270249,1252532,317214,331964,18157,17521,193595,205202,5858,5453,46888,50241,1310839,1296236,334700,352572,30517,30886,215716,227497,10749,10411,524346,479066,456355,414572,26900,27046,18769,15694,5348,5389,2127,1830,14847,14535,469487,427432,33768,34198,25476,21945,8970,9063,3445,3096
R,10,2025,38,4606736,2326943,2279793,1705493,1633016,326805,340938,35101,31758,193579,204898,8008,7093,57957,62090,1755801,1687243,349535,367267,53391,50751,217716,229954,13987,13072,1811618,1812090,1255760,1227385,300824,314861,17031,16894,188398,199790,5735,5268,43870,47892,1293503,1268992,316993,334279,28906,29698,209184,221375,10522,10039,515325,467703,449733,405631,25981,26077,18070,14864,5181,5108,2273,1825,14087,14198,462298,418251,32542,32988,24485,21053,8532,8579,3465,3033
R,10,2025,39,4608331,2330001,2278330,1721229,1644479,318761,333700,34612,31525,191309,202378,7991,7199,56099,59049,1770118,1695743,340213,358278,52261,50388,214870,226027,13840,12994,1811607,1811485,1268041,1238823,292852,307767,16743,16580,186009,197382,5685,5376,42277,45557,1304668,1278131,307805,325927,28180,29432,206204,217711,10325,10019,518394,466845,453188,405656,25909,25933,17869,14945,5300,4996,2306,1823,13822,13492,465450,417612,32408,32351,24081,20956,8666,8316,3515,2975
R,10,2025,40,4602843,2324504,2278339,1726737,1650007,312724,330475,33999,31063,188598,201612,7889,7211,54557,57971,1774131,1700419,333403,353900,51911,49744,211164,225183,13562,13052,1806141,1812174,1272988,1244271,287426,305111,16032,16331,183454,196568,5574,5499,40667,44394,1307990,1282644,301702,321962,27525,29049,202806,216788,10087,10209,518363,466165,453749,405736,25298,25364,17967,14732,5144,5044,2315,1712,13890,13577,466141,417775,31701,31938,24386,20695,8358,8395,3475,2843
R,10,2025,41,4512519,2272624,2239895,1692370,1625933,300184,321289,33294,30570,187299,199477,7562,6862,51915,55764,1737528,1674287,319404,343319,50478,48954,208960,222486,13158,12601,1767267,1779366,1249432,1224323,275779,296654,15863,16001,182207,194659,5353,5172,38633,42557,1282755,1261036,288948,312375,26919,28464,200706,214350,9781,9734,505357,460529,442938,401610,24405,24635,17431,14569,5092,4818,2209,1690,13282,13207,454773,413251,30456,30944,23559,20490,8254,8136,3377,2867
R,10,2025,42,4511889,2271852,2240037,1699183,1629871,297403,320445,33601,30513,183508,197376,7542,6960,50615,54872,1743098,1677333,316120,341847,50645,49110,204492,219746,12919,12688,1767467,1778400,1256608,1227201,273252,295500,15833,15976,178531,192622,5451,5242,37792,41859,1289112,1263139,286063,310846,26979,28638,196431,211765,9703,9824,504385,461637,442575,402670,24151,24945,17768,14537,4977,4754,2091,1718,12823,13013,453986,414194,30057,31001,23666,20472,8061,7981,3216,2864
R,10,2025,43,4535361,2280755,2254606,1711828,1644780,297170,322991,33307,30006,180781,195897,7573,7023,50096,53909,1755312,1691359,315636,344222,50489,48542,201312,217539,12988,12638,1773357,1786105,1266123,1235355,273138,297699,15773,15750,175766,190916,5373,5223,37184,41162,1298090,1270677,285710,312969,26981,28460,193152,209363,9676,9721,507398,468501,445705,409425,24032,25292,17534,14256,5015,4981,2200,1800,12912,12747,457222,420682,29926,31253,23508,20082,8160,8176,3312,2917
R,10,2025,44,4446423,2232678,2213745,1684520,1622130,290239,316319,31740,29256,170421,187412,7329,6477,48429,52151,1726332,1667211,307874,336966,48727,47407,190140,208010,12605,11940,1743641,1756335,1254321,1222247,267320,291766,15039,15503,165624,182560,5244,4736,36093,39523,1285213,1256180,279376,306451,26222,27861,182376,200105,9422,9089,489037,457410,430199,399883,22919,24553,16701,13753,4797,4852,2085,1741,12336,12628,441119,411031,28498,30515,22505,19546,7764,7905,3183,2851
R,10,2025,45,4458902,2239480,2219422,1688770,1622762,296929,324688,32014,29060,166334,184199,7446,6708,47987,52005,1730215,1667635,314557,345300,49129,47492,185692,204494,12774,12270,1740472,1759342,1249309,1220338,273821,299819,15274,15477,161419,179397,5259,4958,35390,39353,1279577,1253968,285720,314418,26501,28108,177704,196667,9486,9455,499008,460080,439461,402424,23108,24869,16740,13583,4915,4802,2187,1750,12597,12652,450638,413667,28837,30882,22628,19384,7988,7827,3288,2815
R,10,2025,46,4267050,2135457,2131593,1613698,1559202,281322,311552,29864,27566,159307,178180,6600,6316,44666,48777,1652345,1601174,297527,330835,45953,44908,177201,197361,11519,11348,1669558,1694798,1203257,1177354,259552,287706,14434,14689,154841,173742,4698,4664,32776,36643,1231347,1208602,270404,301093,24903,26558,169905,189997,8558,8702,465899,436795,410441,381848,21770,23846,15430,12877,4466,4438,1902,1652,11890,12134,420998,392572,27123,29742,21050,18350,7296,7364,2961,2646
R,10,2025,47,4146902,2072815,2074087,1572645,1521285,269252,300120,28426,26765,153592,173415,6373,5919,42527,46583,1609261,1561378,284684,318135,43975,43666,170550,191721,10860,10714,1618673,1644919,1171496,1145751,248287,276856,13818,14153,149254,168932,4603,4319,31215,34908,1198037,1175510,258629,289349,24007,25645,163537,184485,8158,8161,454142,429168,401149,375534,20965,23264,14608,12612,4338,4483,1770,1600,11312,11675,411224,385868,26055,28786,19968,18021,7013,7236,2702,2553
R,10,2025,48,4101137,2043490,2057647,1556285,1513583,262676,295565,28258,26546,149346,170727,6176,5887,40749,45339,1591389,1552312,277209,313062,43417,43289,165605,188625,10600,10648,1595915,1630167,1159960,1137767,242738,273010,14043,14494,144915,166376,4426,4343,29833,34177,1185324,1166676,252324,285190,24064,26086,158555,181582,7901,8149,447575,427480,396325,375816,19938,22555,14215,12052,4431,4351,1750,1544,10916,11162,406065,385636,24885,27872,19353,17203,7050,7043,2699,2499
R,10,2025,49,3928779,1954382,1974397,1484431,1452797,249163,280062,26897,25174,149169,168442,5831,5566,38891,42356,1517985,1488903,262568,296144,41455,40942,164834,185337,10192,10025,1522923,1557381,1102022,1085197,229806,258607,13392,13545,144996,164178,4215,4126,28492,31728,1126290,1111918,238539,269659,22981,24385,158266,178485,7668,7727,431459,417016,382409,367600,19357,21455,13505,11629,4173,4264,1616,1440,10399,10628,391695,376985,24029,26485,18474,16557,6568,6852,2524,2298
R,10,2025,50,3937400,1957824,1979576,1491192,1459227,248622,281301,26256,25191,149870,167991,5682,5339,36202,40527,1522186,1493790,261191,296403,40015,40453,164488,184207,9609,9533,1533725,1568709,1113426,1095920,230352,260612,13061,13697,145822,163932,4137,3968,26927,30580,1136197,1121741,238731,270980,22407,24301,158256,177760,7282,7335,424099,410867,377766,363307,18270,20689,13195,11494,4048,4059,1545,1371,9275,9947,385989,372049,22460,25423,17608,16152,6232,6447,2327,2198
R,10,2025,51,3889040,1930616,1958424,1472471,1447535,244125,276901,25954,24618,148021,165495,5460,5182,34585,38693,1501966,1480343,255861,291241,39405,39485,161970,180899,9337,9192,1519640,1556675,1105310,1090779,226881,257509,12996,13427,144278,161603,4022,3865,26153,29492,1127392,1115470,234909,267523,22229,23916,156325,174888,7170,7114,410976,401749,367161,356756,17244,19392,12958,11191,3743,3892,1438,1317,8432,9201,374574,364873,20952,23718,17176,15569,5645,6011,2167,2078
R,10,2025,52,3891241,1929796,1961445,1473800,1450428,244744,279072,25329,24649,146654,164431,5277,5087,33992,37778,1502720,1482326,256006,292841,38526,39331,160610,179628,9060,9008,1532132,1569751,1118037,1102458,228307,260124,12844,13603,143102,160688,3897,3776,25945,29102,1139849,1126730,235989,269829,22098,24216,155216,173836,7004,6956,397664,391694,355763,347970,16437,18948,12485,11046,3552,3743,1380,1311,8047,8676,362871,355596,20017,23012,16428,15115,5394,5792,2056,2052
R,10,2025,53,4030714,2000929,2029785,1536159,1510273,253499,287386,25781,24792,146592,164731,5287,4960,33611,37643,1564612,1542071,264358,300800,39454,39888,160125,179640,9039,8932,1606468,1640567,1182913,1164072,237490,268771,13327,13836,142931,161009,3966,3680,25841,29199,1204512,1188421,245002,278328,23112,24803,154707,174008,7007,6964,394461,389218,353246,346201,16009,18615,12454,10956,3661,3722,1321,1280,7770,8444,360100,353650,19356,22472,16342,15085,5418,5632,2032,1968
R,10,2025,54,4259317,2117557,2141760,1647374,1614740,262408,299293,25741,25614,142332,159020,5284,4983,34418,38110,1676555,1646955,273399,312775,40079,41356,155922,173669,9213,9121,1727828,1756585,1298111,1272296,246580,280998,13934,14482,138644,155378,3937,3749,26622,29682,1320450,1297113,254185,290556,24343,26196,150464,168076,7176,7157,389729,385175,349263,342444,15828,18295,11807,11132,3688,3642,1347,1234,7796,8428,356105,349842,19214,22219,15736,15160,5458,5593,2037,1964
R,10,2025,55,4296176,2136074,2160102,1668370,1637546,263102,296678,25763,25081,139899,158017,5180,5126,33760,37654,1696963,1669134,273902,309897,40111,41005,152847,172477,9113,9327,1753260,1787084,1325248,1305847,247417,278925,14094,14518,136368,154397,3894,3898,26239,29499,1347200,1330313,255021,288455,24619,26458,147587,166868,7152,7391,382814,373018,343122,331699,15685,17753,11669,10563,3531,3620,1286,1228,7521,8155,349763,338821,18881,21442,15492,14547,5260,5609,1961,1936
R,10,2025,56,4101685,2033490,2068195,1597075,1577299,244167,277513,24075,23854,131736,150133,5024,4972,31413,34424,1623782,1606207,253827,289168,37772,38915,143781,163194,8670,8809,1671593,1714073,1272516,1261764,229441,261030,13306,13909,128403,146670,3827,3813,24100,26887,1292779,1284123,235940,269260,23305,25247,138827,157941,6815,6977,361897,354122,324559,315535,14726,16483,10769,9945,3333,3463,1197,1159,7313,7537,331003,322084,17887,19908,14467,13668,4954,5253,1855,1832
R,10,2025,57,3986641,1972964,2013677,1547383,1532162,239671,274002,23681,23198,128168,147013,4605,4778,29456,32524,1572251,1559261,248603,284975,36828,37603,139377,159227,8051,8573,1624902,1673128,1235312,1228690,225279,257825,13053,13758,125102,143824,3455,3634,22701,25397,1254238,1249564,231317,265551,22760,24665,134836,154447,6313,6796,348062,340549,312071,303472,14392,16177,10628,9440,3066,3189,1150,1144,6755,7127,318013,309697,17286,19424,14068,12938,4541,4780,1738,1777
R,10,2025,58,3964921,1953541,2011380,1543555,1542605,236863,273835,22778,22961,117564,135886,4733,4740,28048,31353,1567209,1568740,245244,284556,35663,37283,128027,147156,7990,8394,1619910,1681274,1244057,1248136,223132,258062,12912,14053,114555,132898,3605,3652,21649,24473,1262066,1268279,228752,265583,22503,24961,123619,142599,6360,6725,333631,330106,299498,294469,13731,15773,9866,8908,3009,2988,1128,1088,6399,6880,305143,300461,16492,18973,13160,12322,4408,4557,1630,1669
R,10,2025,59,3979876,1955067,2024809,1544173,1554671,240294,278494,22636,22832,115836,133468,4639,4806,27489,30538,1567059,1580049,248617,288761,35562,37149,125875,144352,8010,8392,1630095,1702458,1252621,1267043,226635,263269,12990,14163,112938,130457,3579,3760,21332,23766,1270097,1286551,232207,270446,22828,25085,121590,139782,6426,6740,324972,322351,291552,287628,13659,15225,9646,8669,2898,3011,1060,1046,6157,6772,296962,293498,16410,18315,12734,12064,4285,4570,1584,1652
R,10,2025,60,4120984,2016644,2104340,1598881,1622993,245766,287428,23321,23586,116279,134185,4723,4752,27674,31396,1622044,1649030,253904,297774,36601,38565,126278,145199,8084,8487,1695764,1784481,1310999,1337667,232332,272142,13825,15011,113389,131186,3703,3761,21516,24714,1328749,1357875,237842,279470,23868,26660,122056,140704,6517,6902,320880,319859,287882,285326,13434,15286,9496,8575,2890,2999,1020,991,6158,6682,293295,291155,16062,18304,12733,11905,4222,4495,1567,1585
R,10,2025,61,4231948,2063267,2168681,1646738,1685900,245446,288168,23206,23941,115739,134760,4516,4692,27622,31220,1669730,1711722,253283,298040,36871,39482,125653,145618,7917,8361,1757525,1856855,1372485,1407420,232597,273359,14033,15566,113043,131969,3541,3708,21826,24833,1390432,1427685,237960,280340,24666,27926,121670,141386,6395,6826,305742,311826,274253,278480,12849,14809,9173,8375,2696,2791,975,984,5796,6387,279298,284037,15323,17700,12205,11556,3983,4232,1522,1535
R,10,2025,62,4233949,2059588,2174361,1647519,1697079,239797,282075,22872,23417,117798,136131,4250,4585,27352,31074,1670390,1722766,247436,291866,36559,38906,127525,146758,7512,8266,1767494,1873688,1385625,1428773,227463,268014,14168,15217,115133,133337,3343,3633,21762,24714,1403627,1448923,232696,274983,24919,27552,123660,142505,6120,6730,292094,300673,261894,268306,12334,14061,8704,8200,2665,2794,907,952,5590,6360,266763,273843,14740,16883,11640,11354,3865,4253,1392,1536
R,10,2025,63,4222649,2047300,2175349,1648191,1710497,234694,278749,22153,23351,110978,127733,4359,4548,26925,30471,1670792,1735541,241928,288335,35573,38935,120647,138089,7690,8144,1767713,1886664,1396999,1452740,223083,265666,13900,15203,108536,125022,3483,3633,21712,24400,1415035,1472562,228074,272486,24631,27705,117033,134002,6344,6636,279587,288685,251192,257757,11611,13083,8253,8148,2442,2711,876,915,5213,6071,255757,262979,13854,15849,10942,11230,3614,4087,1346,1508
R,10,2025,64,4202110,2030884,2171226,1648630,1718191,228058,274217,21441,23298,102313,121480,4056,4221,26386,29819,1670694,1742676,235084,283444,34943,38891,111713,131444,7246,7781,1768542,1897287,1413121,1473605,217001,261642,13800,15720,100021,118879,3284,3381,21315,24060,1430729,1493129,221922,268312,24631,28371,108265,127519,6010,6383,262342,273939,235509,244586,11057,12575,7641,7578,2292,2601,772,840,5071,5759,239965,249547,13162,15132,10312,10520,3448,3925,1236,1398
R,10,2025,65,4158467,2004706,2153761,1620170,1697936,228139,273685,20979,23007,105229,126048,4144,4202,26045,28883,1642052,1721602,235044,282629,34413,38123,114356,135708,7212,7619,1748586,1884598,1390226,1457304,217445,261431,13504,15618,102959,123440,3347,3414,21105,23391,1407776,1476225,222284,267939,24308,27922,111005,131832,5933,6324,256120,269163,229944,240632,10694,12254,7475,7389,2270,2608,797,788,4940,5492,234276,245377,12760,14690,10105,10201,3351,3876,1279,1295
R,10,2025,66,4041148,1939173,2101975,1576176,1666062,216761,264136,19826,21544,97972,118789,3824,3886,24614,27558,1596799,1688780,223069,272472,32626,36413,106748,127712,6721,7012,1706828,1853430,1367496,1444012,206984,252618,13120,14722,95939,116438,3133,3194,20156,22446,1384262,1462301,211438,258699,23540,26922,103709,124237,5598,5854,232345,248545,208680,222050,9777,11518,6706,6822,2033,2351,691,692,4458,5112,212537,226479,11631,13773,9086,9491,3039,3475,1123,1158
R,10,2025,67,3964398,1894037,2070361,1544894,1646861,205889,253884,18362,20678,97891,118901,3606,3788,23395,26249,1564373,1668350,212004,261821,30760,34927,106031,127451,6292,6728,1678283,1835234,1351577,1436437,196461,242972,12212,14420,95979,116760,2942,3132,19112,21513,1367342,1453873,200748,248797,22378,26198,103165,124214,5223,5670,215754,235127,193317,210424,9428,10912,6150,6258,1912,2141,664,656,4283,4736,197031,214477,11256,13024,8382,8729,2866,3237,1069,1058
R,10,2025,68,3913088,1860561,2052527,1522724,1639077,198202,248792,18319,20049,95125,115490,3397,3630,22794,25489,1541741,1660048,204136,256438,30573,34379,102895,123338,6040,6506,1653419,1824792,1336868,1434930,189380,238327,12137,14150,93369,113528,2817,2968,18848,20889,1352444,1451929,193658,243918,22269,26078,100331,120342,5098,5410,207142,227735,185856,204147,8822,10465,6182,5899,1756,1962,580,662,3946,4600,189297,208119,10478,12520,8304,8301,2564,2996,942,1096
R,10,2025,69,3752828,1774458,1978370,1456462,1578992,185177,238381,17103,19185,91176,113755,3191,3453,21349,24604,1474321,1599230,190669,245687,28687,33070,98363,121406,5648,6215,1582051,1763338,1283978,1386529,176852,228432,11424,13576,89489,111676,2626,2916,17682,20209,1298646,1402971,180759,233760,21048,25169,95894,118345,4748,5283,192407,215032,172484,192463,8325,9949,5679,5609,1687,2079,565,537,3667,4395,175675,196259,9910,11927,7639,7901,2469,3061,900,932
R,10,2025,70,3617490,1701417,1916073,1400522,1535072,172904,225099,16181,18037,88597,111448,3001,3379,20212,23038,1417317,1553879,178066,232050,27283,30918,95361,118663,5360,5984,1519465,1709791,1236885,1349773,165173,215826,10962,12899,86998,109576,2526,2794,16921,18923,1250824,1365001,168905,220906,20292,23651,93080,115906,4580,5039,181952,206282,163637,185299,7731,9273,5219,5138,1599,1872,475,585,3291,4115,166493,188878,9161,11144,6991,7267,2281,2757,780,945
R,10,2025,71,3475246,1623221,1852025,1342351,1490005,160718,213995,14959,17077,83759,105952,2730,3176,18704,21820,1357962,1507812,165439,220431,25421,29476,89939,112615,4817,5687,1457710,1659972,1193084,1317099,153655,205592,10442,12396,82394,104186,2293,2612,15842,18087,1206198,1331655,157149,210337,19388,22847,87925,110070,4136,4797,165511,192053,149267,172906,7063,8403,4517,4681,1365,1766,437,564,2862,3733,151764,176157,8290,10094,6033,6629,2014,2545,681,890
R,10,2025,72,3301899,1532686,1769213,1274853,1432696,146109,198501,13824,15752,77924,98951,2575,2827,17401,20486,1289402,1449483,150327,204436,23714,27458,83593,105297,4551,5189,1382592,1591252,1139569,1272177,139661,190687,9691,11514,76678,97454,2195,2355,14798,17065,1151886,1285980,142740,195100,18168,21424,81795,103057,3938,4425,150094,177961,135284,160519,6448,7814,4133,4238,1246,1497,380,472,2603,3421,137516,163503,7587,9336,5546,6034,1798,2240,613,764
R,10,2025,73,3177402,1468062,1709340,1227099,1388321,135046,188097,12696,14900,74848,96436,2436,2745,15937,18841,1240392,1403822,138955,193487,21759,25950,79986,102027,4305,4912,1329464,1543318,1101900,1238419,129241,180813,9018,10959,73635,94997,2090,2300,13580,15830,1113129,1251290,132140,184892,16819,20409,78280,99913,3733,4168,138598,166022,125199,149902,5805,7284,3678,3941,1213,1439,346,445,2357,3011,127263,152532,6815,8595,4940,5541,1706,2114,572,744
R,10,2025,74,2984131,1368826,1615305,1147441,1312911,125522,179423,11908,13955,66909,88925,2124,2472,14922,17619,1159824,1327371,129141,184549,20659,24419,71597,93963,3879,4481,1239247,1459347,1029994,1172192,120200,172557,8572,10248,65851,87534,1832,2074,12798,14742,1040539,1184115,122936,176416,16139,19208,70082,91963,3390,3831,129579,155958,117447,140719,5322,6866,3336,3707,1058,1391,292,398,2124,2877,119285,143256,6205,8133,4520,5211,1515,2000,489,650
R,10,2025,75,2802607,1276440,1526167,1062538,1234540,118501,169284,11396,13167,67630,90096,2113,2327,14262,16753,1074423,1248158,122034,174245,19727,22938,72088,95154,3767,4273,1156293,1376879,953922,1099689,113473,162658,8245,9712,66638,88765,1789,1995,12226,14060,964044,1110991,116133,166387,15446,18098,70660,93187,3283,3674,120147,149288,108616,134851,5028,6626,3151,3455,992,1331,324,332,2036,2693,110379,137167,5901,7858,4281,4840,1428,1967,484,599
R,10,2025,76,2690529,1220719,1469810,1024314,1198920,107142,156905,10665,12207,63436,83743,2037,2332,13125,15703,1035249,1211769,110258,161474,18475,21547,67476,88228,3582,4119,1110719,1332728,924637,1074641,102705,150970,7790,9172,62529,82600,1748,1997,11310,13348,934004,1085454,105066,154467,14618,17323,66152,86561,3108,3579,110000,137082,99677,124279,4437,5935,2875,3035,907,1143,289,335,1815,2355,101245,126315,5192,7007,3857,4224,1324,1667,474,540
