UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,8,2025,64,4210825,2035380,2175445,1652088,1721797,228798,274704,21327,23188,102723,121972,4084,4223,26360,29561,1674125,1746081,235803,283743,34876,38707,112065,131871,7255,7733,1774939,1902936,1418341,1478397,217871,262187,13708,15679,100411,119372,3293,3405,21315,23896,1435949,1497791,222770,268747,24585,28281,108617,127965,5988,6361,260441,272509,233747,243400,10927,12517,7619,7509,2312,2600,791,818,5045,5665,238176,248290,13033,14996,10291,10426,3448,3906,1267,1372
R,8,2025,65,4135584,1993903,2141681,1611195,1687638,227257,272910,20952,22769,104580,125339,4079,4166,25840,28859,1632893,1711245,234045,281906,34283,37919,113699,134928,7162,7581,1740590,1875796,1383848,1450133,216567,260714,13558,15454,102352,122784,3300,3380,20965,23331,1401273,1468967,221328,267261,24291,27779,110404,131082,5912,6269,253313,265885,227347,237505,10690,12196,7394,7315,2228,2555,779,786,4875,5528,231620,242278,12717,14645,9992,10140,3295,3846,1250,1312
R,8,2025,66,4033941,1934667,2099274,1572945,1664326,215981,263542,19503,21459,98033,118831,3797,3853,24408,27263,1593367,1686822,222290,271745,32294,36210,106639,127658,6614,6939,1704209,1852356,1366006,1443587,206255,252140,12878,14694,96009,116508,3104,3174,19957,22253,1382582,1461758,210705,258112,23297,26847,103603,124230,5501,5819,230458,246918,206939,220739,9726,11402,6625,6765,2024,2323,693,679,4451,5010,210785,225064,11585,13633,8997,9363,3036,3428,1113,1120
R,8,2025,67,3976474,1900021,2076453,1551160,1654362,205535,252954,18462,20660,97830,118459,3571,3776,23463,26242,1570739,1675866,211622,260888,30891,34970,105997,126962,6277,6706,1685401,1842415,1358671,1444855,196237,242122,12357,14470,95949,116363,2924,3106,19263,21499,1374600,1462297,200540,247944,22589,26286,103203,123777,5228,5624,214620,234038,192489,209507,9298,10832,6105,6190,1881,2096,647,670,4200,4743,196139,213569,11082,12944,8302,8684,2794,3185,1049,1082
R,8,2025,68,3902215,1855398,2046817,1520393,1634943,196921,248208,18247,19917,93859,114806,3437,3594,22541,25349,1539176,1655802,202799,255790,30422,34214,101537,122565,6017,6477,1650661,1821148,1336783,1432740,188163,237806,12101,14014,92095,112808,2852,2957,18667,20823,1352191,1449675,192403,243375,22185,25942,98971,119564,5089,5416,204737,225669,183610,202203,8758,10402,6146,5903,1764,1998,585,637,3874,4526,186985,206127,10396,12415,8237,8272,2566,3001,928,1061
R,8,2025,69,3725627,1760370,1965257,1444992,1569383,183281,236053,16949,19030,90875,113066,3121,3435,21152,24290,1462694,1589318,188708,243284,28382,32727,97992,120627,5576,6143,1569440,1751546,1273835,1377985,175068,226190,11263,13540,89193,111008,2576,2896,17505,19927,1288353,1394163,178925,231457,20741,24975,95541,117589,4702,5200,190930,213711,171157,191398,8213,9863,5686,5490,1682,2058,545,539,3647,4363,174341,195155,9783,11827,7641,7752,2451,3038,874,943
R,8,2025,70,3608913,1696508,1912405,1396912,1532772,172525,224535,16075,17929,87956,110875,2950,3338,20090,22956,1413572,1551533,177668,231406,27149,30733,94671,118090,5310,5956,1516387,1707892,1234833,1348904,164860,215452,10964,12850,86395,109027,2475,2770,16860,18889,1248700,1364115,168613,220490,20305,23547,92422,115370,4530,5030,180121,204513,162079,183868,7665,9083,5111,5079,1561,1848,475,568,3230,4067,164872,187418,9055,10916,6844,7186,2249,2720,780,926
R,8,2025,71,3458449,1614670,1843779,1337162,1485466,158818,212223,14754,16873,82772,104610,2695,3113,18469,21494,1352619,1503004,163456,218584,25181,29161,88797,111120,4730,5597,1451836,1654183,1190346,1314709,151807,203951,10310,12247,81453,102899,2275,2563,15645,17814,1203339,1329055,155212,208642,19236,22605,86860,108641,4078,4727,162834,189596,146816,170757,7011,8272,4444,4626,1319,1711,420,550,2824,3680,149280,173949,8244,9942,5945,6556,1937,2479,652,870
R,8,2025,72,3289309,1526876,1762433,1271167,1428148,144438,196679,13675,15638,77869,98857,2560,2829,17167,20282,1285500,1444779,148597,202548,23382,27281,83496,105089,4514,5149,1378229,1586213,1137130,1269141,138127,188934,9614,11460,76593,97372,2179,2353,14586,16953,1149229,1282867,141174,193332,17943,21351,81660,102867,3898,4384,148647,176220,134037,159007,6311,7745,4061,4178,1276,1485,381,476,2581,3329,136271,161912,7423,9216,5439,5930,1836,2222,616,765
R,8,2025,73,3147606,1454354,1693252,1217017,1376460,133332,185995,12489,14691,73361,94876,2379,2698,15776,18532,1230148,1391696,137199,191275,21506,25577,78446,100375,4255,4825,1317479,1529263,1093271,1228425,127621,178740,8895,10813,72181,93466,2042,2262,13469,15557,1104397,1241061,130507,182712,16657,20135,76778,98313,3686,4101,136875,163989,123746,148035,5711,7255,3594,3878,1180,1410,337,436,2307,2975,125751,150635,6692,8563,4849,5442,1668,2062,569,724
R,8,2025,74,2965702,1359111,1606591,1137821,1304536,125573,179060,11865,13865,66954,89213,2112,2428,14786,17489,1150125,1318849,129188,184203,20524,24231,71570,94248,3836,4421,1230737,1451617,1021561,1164713,120262,172256,8544,10141,65893,87814,1826,2047,12651,14646,1032005,1176532,122973,176141,16034,19016,70054,92228,3365,3781,128374,154974,116260,139823,5311,6804,3321,3724,1061,1399,286,381,2135,2843,118120,142317,6215,8062,4490,5215,1516,2020,471,640
R,8,2025,75,2793649,1273073,1520576,1060134,1230210,117447,168359,11333,13029,67890,90001,2122,2355,14147,16622,1071896,1243721,120941,173262,19652,22732,72289,94996,3767,4302,1154140,1373020,952575,1096860,112478,161807,8227,9693,66923,88681,1797,2016,12140,13963,962609,1108077,115123,165504,15418,18027,70885,93053,3275,3717,118933,147556,107559,133350,4969,6552,3106,3336,967,1320,325,339,2007,2659,109287,135644,5818,7758,4234,4705,1404,1943,492,585
R,8,2025,76,2685021,1218265,1466756,1023676,1198664,106337,155442,10562,12118,62672,82652,2034,2309,12984,15571,1034497,1211460,109422,159937,18280,21427,66664,87063,3568,4061,1109878,1331219,925460,1075780,101976,149623,7718,9101,61769,81517,1747,1979,11208,13219,934747,1086541,104309,153045,14481,17216,65356,85411,3099,3520,108387,135537,98216,122884,4361,5819,2844,3017,903,1135,287,330,1776,2352,99750,124919,5113,6892,3799,4211,1308,1652,469,541
R,8,2025,77,2588920,1171795,1417125,991710,1167944,97702,144548,9702,11365,58707,76317,1797,2143,12177,14808,1001876,1180189,100648,148687,16978,20247,62352,80517,3213,3818,1070834,1289293,900092,1051967,93632,139186,7201,8592,57891,75210,1543,1842,10475,12496,908763,1062178,95891,142319,13546,16280,61158,78901,2815,3314,100961,127832,91618,115977,4070,5362,2501,2773,816,1107,254,301,1702,2312,93113,118011,4757,6368,3432,3967,1194,1616,398,504
R,8,2025,78,2688023,1221338,1466685,1050976,1232522,91866,135423,9746,10970,54851,71161,1695,1906,12204,14703,1061262,1244806,94710,139519,17298,20049,58270,75107,3098,3485,1125453,1344305,963695,1121174,88210,130376,7330,8429,54111,70109,1467,1639,10640,12578,972627,1131580,90421,133552,14051,16371,57148,73610,2715,3055,95885,122380,87281,111348,3656,5047,2416,2541,740,1052,228,267,1564,2125,88635,113226,4289,5967,3247,3678,1122,1497,383,430
R,8,2025,79,1918935,854967,1063968,724007,878402,67975,104975,7145,8568,45234,59054,1471,1646,9135,11323,731690,887766,70129,108089,12571,15200,47981,62386,2583,2996,776879,959624,652931,783668,64859,100443,5270,6438,44644,58173,1284,1429,7891,9473,659544,791421,66481,102758,10040,12098,47117,61091,2274,2628,78088,104344,71076,94734,3116,4532,1875,2130,590,881,187,217,1244,1850,72146,96345,3648,5331,2531,3102,864,1295,309,368
R,8,2025,80,1755127,772024,983103,652982,811052,62163,98176,6429,7957,40846,53990,1235,1495,8369,10433,660004,819694,64130,101041,11402,14087,43327,57034,2311,2737,701732,888173,588921,724566,59459,94267,4815,6016,40274,53200,1064,1291,7199,8833,594912,731816,60937,96419,9166,11320,42496,55883,2025,2394,70292,94930,64061,86486,2704,3909,1614,1941,572,790,171,204,1170,1600,65092,87878,3193,4622,2236,2767,831,1151,286,343
R,8,2025,81,1665338,725400,939938,617306,781984,55997,89987,5895,7336,37490,49418,1111,1322,7601,9891,623708,790179,57723,92777,10439,13225,39735,52193,2074,2518,663312,852808,560612,702472,53525,86558,4481,5535,37059,48678,980,1148,6655,8417,566183,709393,54869,88688,8542,10668,39085,51127,1850,2212,62088,87130,56694,79512,2472,3429,1414,1801,431,740,131,174,946,1474,57525,80786,2854,4089,1897,2557,650,1066,224,306
R,8,2025,82,1643272,708620,934652,609828,787216,51530,86010,5373,6883,33828,44029,970,1174,7091,9340,615846,795016,53130,88546,9723,12551,35787,46566,1845,2256,652098,852892,558110,712711,49332,82613,4195,5207,33390,43399,861,1015,6210,7947,563383,719309,50552,84503,8105,10184,35134,45620,1637,1983,56522,81760,51718,74505,2198,3397,1178,1676,438,630,109,159,881,1393,52463,75707,2578,4043,1618,2367,653,946,208,273
R,8,2025,83,1370071,581868,788203,495735,657483,43571,74149,4671,5966,30889,41622,810,1067,6192,7916,500919,664073,45007,76283,8446,10751,32680,43821,1542,1954,533024,716691,451009,592008,41676,71364,3661,4526,30539,41060,710,902,5429,6831,455534,597649,42797,73010,7035,8755,32155,43022,1364,1705,48844,71512,44726,65475,1895,2785,1010,1440,350,562,100,165,763,1085,45385,66424,2210,3273,1411,1996,525,799,178,249
R,8,2025,84,1184823,494804,690019,419845,573354,37461,66519,4139,5307,27280,36804,739,890,5340,7145,424352,579291,38652,68441,7365,9612,28861,38838,1388,1729,451571,625616,380240,514329,35796,63987,3244,4105,26969,36301,659,757,4663,6137,384160,519402,36702,65470,6124,7887,28387,38092,1237,1500,43233,64403,39605,59025,1665,2532,895,1202,311,503,80,133,677,1008,40192,59889,1950,2971,1241,1725,474,746,151,229
R,8,2025,85,1042459,427528,614931,360041,508237,33188,60454,3707,4870,25093,34019,678,882,4821,6469,364078,513616,34284,62235,6558,8706,26590,35845,1266,1643,388548,555503,324353,453908,31696,58033,2886,3736,24785,33563,590,722,4238,5541,327897,458476,32547,59397,5424,7093,26139,35183,1121,1394,38980,59428,35688,54329,1492,2421,821,1134,308,456,88,160,583,928,36181,55140,1737,2838,1134,1613,451,662,145,249
R,8,2025,86,921835,373279,548556,315651,456172,28108,52058,3076,4213,21792,29608,534,785,4118,5720,319141,460928,29059,53583,5507,7595,23023,31255,1038,1489,339228,495629,284470,407653,26754,49927,2397,3262,21552,29206,464,666,3591,4915,287491,411735,27477,51082,4561,6236,22660,30661,927,1279,34051,52927,31181,48519,1354,2131,679,951,240,402,70,119,527,805,31650,49193,1582,2501,946,1359,363,594,111,210
R,8,2025,87,823794,327270,496524,276744,413033,24183,46865,2742,3915,19375,26943,507,697,3719,5071,279881,417254,25039,48252,4958,6847,20489,28429,934,1299,297542,448934,249435,369471,23076,44930,2191,3052,19153,26598,439,559,3248,4324,252161,373046,23722,45990,4169,5620,20160,27906,818,1085,29728,47590,27309,43562,1107,1935,551,863,222,345,68,138,471,747,27720,44208,1317,2262,789,1227,329,523,116,214
R,8,2025,88,699475,273029,426446,229926,353707,20370,40424,2314,3327,16804,23833,443,604,3172,4551,232645,357513,21093,41653,4174,5940,17792,25175,801,1158,247670,385066,206639,315784,19394,38786,1836,2571,16621,23494,388,504,2792,3927,209022,319043,19947,39737,3515,4875,17514,24694,708,999,25359,41380,23287,37923,976,1638,478,756,183,339,55,100,380,624,23623,38470,1146,1916,659,1065,278,481,93,159
R,8,2025,89,607474,233177,374297,195900,309907,17577,35933,2007,2974,14582,21039,369,497,2742,3947,198203,313182,18193,37023,3579,5292,15456,22175,716,936,211304,338116,175764,276698,16732,34546,1610,2295,14432,20759,327,429,2439,3389,177810,279492,17214,35390,3032,4320,15232,21769,638,820,21873,36181,20136,33209,845,1387,397,679,150,280,42,68,303,558,20393,33690,979,1633,547,972,224,406,78,116
R,8,2025,90,526181,197240,328941,165832,272765,14574,31065,1709,2612,12469,18548,318,434,2338,3517,167797,275664,15107,32002,3039,4641,13208,19594,632,858,178646,297033,148652,243466,13902,29839,1380,1999,12334,18300,284,366,2094,3063,150408,245975,14337,30581,2591,3809,13004,19231,571,740,18594,31908,17180,29299,672,1226,329,613,135,248,34,68,244,454,17389,29689,770,1421,448,832,204,363,61,118
R,8,2025,91,425339,156539,268800,131173,222357,11546,25432,1339,2062,10269,15648,278,368,1934,2933,132819,224819,11984,26232,2416,3722,10906,16553,519,719,141837,243150,117585,198748,11039,24454,1068,1601,10169,15447,243,325,1733,2575,119060,200905,11393,25086,2048,3086,10747,16258,462,637,14702,25650,13588,23609,507,978,271,461,100,201,35,43,201,358,13759,23914,591,1146,368,636,159,295,57,82
R,8,2025,92,361630,130116,231514,109153,191379,9373,21432,1147,1785,8621,14106,217,305,1605,2507,110512,193453,9734,22100,2031,3219,9169,14855,410,638,118355,210084,98285,171583,8944,20624,940,1436,8539,13952,194,270,1453,2219,99512,173411,9244,21168,1752,2731,9042,14629,370,572,11761,21430,10868,19796,429,808,207,349,82,154,23,35,152,288,11000,20042,490,932,279,488,127,226,40,66
R,8,2025,93,302484,105584,196900,88757,163327,7332,17700,908,1502,7065,11905,183,259,1339,2207,89893,165166,7644,18312,1645,2759,7510,12537,366,541,95904,178780,79769,146584,7019,17023,736,1208,6996,11779,164,232,1220,1954,80805,148204,7285,17530,1405,2341,7409,12351,329,480,9680,18120,8988,16743,313,677,172,294,69,126,19,27,119,253,9088,16962,359,782,240,418,101,186,37,61
R,8,2025,94,247018,84124,162894,70903,135564,5584,14056,707,1223,5704,10037,146,209,1080,1805,71818,137062,5831,14562,1304,2251,6073,10568,288,434,76353,148090,63675,121903,5341,13514,574,970,5660,9930,132,185,971,1588,64498,123213,5543,13926,1116,1889,5995,10406,257,390,7771,14804,7228,13661,243,542,133,253,44,107,14,24,109,217,7320,13849,288,636,188,362,78,162,31,44
R,8,2025,95,199774,65835,133939,54972,110653,4447,11670,610,1038,4789,8834,125,188,892,1556,55723,111950,4655,12095,1103,1927,5085,9293,246,381,59744,121814,49314,99433,4250,11257,501,845,4759,8733,114,167,806,1379,49995,100578,4422,11596,950,1651,5029,9149,223,341,6091,12125,5658,11220,197,413,109,193,30,101,11,21,86,177,5728,11372,233,499,153,276,56,144,23,40
R,8,2025,96,150855,48045,102810,40050,84863,3155,8901,453,747,3606,6888,88,155,693,1256,40626,85894,3322,9267,856,1462,3823,7247,180,321,43686,93855,36018,76602,3011,8581,378,611,3578,6808,81,139,620,1114,36534,77513,3147,8884,745,1255,3772,7132,162,288,4359,8955,4032,8261,144,320,75,136,28,80,7,16,73,142,4092,8381,175,383,111,207,51,115,18,33
R,8,2025,97,115755,35399,80356,29363,66193,2298,6850,344,630,2793,5546,55,112,546,1025,29820,67037,2426,7138,640,1215,2978,5845,132,255,32288,73658,26474,60026,2199,6604,293,517,2778,5489,49,99,495,923,26888,60782,2308,6847,566,1050,2948,5765,118,228,3111,6698,2889,6167,99,246,51,113,15,57,6,13,51,102,2932,6255,118,291,74,165,30,80,14,27
R,8,2025,98,85090,25103,59987,20587,49133,1649,5142,248,500,2153,4340,42,86,424,786,20944,49786,1761,5358,481,954,2286,4565,96,189,23015,55297,18642,44818,1592,4965,219,423,2141,4303,38,76,383,712,18964,45410,1683,5147,434,841,2263,4507,87,166,2088,4690,1945,4315,57,177,29,77,12,37,4,10,41,74,1980,4376,78,211,47,113,23,58,9,23
R,8,2025,99,59802,17062,42740,13805,34669,1169,3721,175,360,1570,3318,31,72,312,600,14061,35163,1257,3897,348,701,1669,3485,75,152,15629,39418,12484,31591,1124,3605,152,309,1560,3297,29,66,280,550,12715,32046,1193,3758,309,625,1652,3450,67,139,1433,3322,1321,3078,45,116,23,51,10,21,2,6,32,50,1346,3117,64,139,39,76,17,35,8,13
R,8,2025,100,109917,28559,81358,21769,63511,1990,7170,365,815,3716,8254,58,164,661,1444,22310,64677,2175,7637,724,1634,3943,8648,158,362,26381,75843,19771,58425,1922,6965,327,735,3697,8216,54,154,610,1348,20274,59516,2082,7390,660,1510,3907,8577,141,333,2178,5515,1998,5086,68,205,38,80,19,38,4,10,51,96,2036,5161,93,247,64,124,36,71,17,29
R,9,2025,999,342406376,169433794,172972582,127066039,127971550,22637174,24429340,2466514,2400477,11280572,12159206,488611,475438,5494884,5536571,131992664,132911193,25203808,27059016,3963587,3950955,13346200,14203382,950431,938048,134173963,138543619,96651567,98300545,20758887,22518685,1208629,1244890,10895027,11774925,347854,341431,4311999,4363143,100517250,102190907,22748036,24566792,2230696,2326806,12641239,13501738,705790,701585,35259831,34428963,30414472,29671005,1878287,1910655,1257885,1155587,385545,384281,140757,134007,1182885,1173428,31475414,30720286,2455772,2492224,1732891,1624149,704961,701644,244641,236463
R,9,2025,0,3605923,1841649,1764274,1267566,1212209,296712,287323,35943,34851,108731,102213,7895,7497,124802,120181,1382336,1322705,365775,353968,59260,57437,154824,146407,16467,15680,1314579,1255416,842824,802540,256192,248065,11980,11474,100417,94450,4317,3978,98849,94909,934253,890298,311701,301490,26638,25614,138443,130825,10516,9880,527070,508858,424742,409669,40520,39258,23963,23377,8314,7763,3578,3519,25953,25272,448083,432407,54074,52478,32622,31823,16381,15582,5951,5800
R,9,2025,1,3637794,1857699,1780095,1274817,1219261,298959,289469,36821,35703,113458,106952,8038,7654,125606,121056,1390303,1330536,368315,356415,60280,58464,160014,151643,16665,15896,1322920,1263865,844313,804113,257834,249720,11992,11485,105028,99018,4434,4086,99319,95443,936148,892334,313426,303244,26667,25648,143470,135847,10670,10033,534779,516230,430504,415148,41125,39749,24829,24218,8430,7934,3604,3568,26287,25613,454155,438202,54889,53171,33613,32816,16544,15796,5995,5863
R,9,2025,2,3705495,1892094,1813401,1292801,1236348,304813,295359,38216,37077,120374,113712,8251,7916,127639,122989,1410142,1349371,375111,363158,62078,60201,167843,159320,16999,16277,1343689,1283866,851973,811174,262655,254667,12076,11585,111720,105481,4600,4227,100665,96732,945025,900553,318792,308679,26884,25855,150950,143111,10921,10259,548405,529535,440828,425174,42158,40692,26140,25492,8654,8231,3651,3689,26974,26257,465117,448818,56319,54479,35194,34346,16893,16209,6078,6018
R,9,2025,3,3783765,1931118,1852647,1315818,1259603,311457,302522,38662,37322,126448,119714,8358,8017,130375,125469,1435658,1374891,383168,371557,63051,60901,175015,166384,17285,16529,1374615,1315548,868777,828100,268610,261384,12267,11708,117587,111231,4748,4396,102626,98729,963618,919299,325700,316358,27320,26236,157749,149830,11199,10557,556503,537099,447041,431503,42847,41138,26395,25614,8861,8483,3610,3621,27749,26740,472040,455592,57468,55199,35731,34665,17266,16554,6086,5972
R,9,2025,4,3736490,1909409,1827081,1299646,1238912,311759,302759,37182,35833,124797,118783,7536,7079,128489,123715,1417754,1352595,382439,370809,61241,59067,172647,164830,16316,15460,1380120,1316025,874097,827602,271472,264091,12380,11916,116664,110818,4471,4167,101036,97431,967465,917591,327643,318290,27185,26243,156262,148980,10818,10247,529289,511056,425549,411310,40287,38668,24802,23917,8133,7965,3065,2912,27453,26284,450289,435004,54796,52519,34056,32824,16385,15850,5498,5213
R,9,2025,5,3828642,1956345,1872297,1340725,1279069,312139,303078,38728,37023,129578,123436,7421,6955,127754,122736,1458173,1391892,382571,370761,62518,60013,177103,168982,16144,15251,1424561,1361988,910427,865761,273819,266596,13509,13045,121327,115510,4627,4200,100852,96876,1003612,955253,329993,320606,28276,27267,160788,153364,10988,10263,531784,510309,430298,413308,38320,36482,25219,23978,8251,7926,2794,2755,26902,25860,454561,436639,52578,50155,34242,32746,16315,15618,5156,4988
R,9,2025,6,3897570,1989579,1907991,1370057,1308752,313000,306082,39599,37891,131626,125549,7760,7136,127537,122581,1487231,1421378,383141,373654,63407,60969,179201,170982,16499,15435,1453388,1390630,935403,888694,275017,269600,14184,13776,123178,117519,4837,4445,100769,96596,1028424,977864,330944,323419,29009,28055,162778,155250,11264,10530,536191,517361,434654,420058,37983,36482,25415,24115,8448,8030,2923,2691,26768,25985,458807,443514,52197,50235,34398,32914,16423,15732,5235,4905
R,9,2025,7,3966649,2025954,1940695,1396107,1332044,317280,310659,40195,38226,135091,128360,7834,7255,129447,124151,1515036,1446088,388283,379032,64435,61647,183470,174383,16709,15678,1483545,1418020,954988,906766,279917,274438,14314,13822,126800,120413,4939,4575,102587,98006,1049676,997201,336743,328979,29434,28361,167189,158729,11481,10771,542409,522675,441119,425278,37363,36221,25881,24404,8291,7947,2895,2680,26860,26145,465360,448887,51540,50053,35001,33286,16281,15654,5228,4907
R,9,2025,8,4044946,2068970,1975976,1429443,1360050,320018,312582,39343,37781,141347,133376,7927,7449,130892,124738,1549622,1474640,390978,380920,64009,61528,190882,179731,17060,15996,1518782,1445474,977518,925236,283670,276853,15327,14552,133211,125537,5123,4771,103933,98525,1073341,1016140,340451,331378,30867,29364,174721,164153,11931,11057,550188,530502,451925,434814,36348,35729,24016,23229,8136,7839,2804,2678,26959,26213,476281,458500,50527,49542,33142,32164,16161,15578,5129,4939
R,9,2025,9,4154567,2122625,2031942,1482271,1412131,321300,315383,38688,37384,140374,132997,7786,7497,132206,126550,1603720,1528438,392577,384129,63955,61712,190418,180272,17031,16235,1559216,1489587,1016260,964050,285087,279834,15866,15361,132171,125247,4976,4829,104856,100266,1113002,1056619,342089,334817,31841,30702,174005,164711,11828,11287,563409,542355,466011,448081,36213,35549,22822,22023,8203,7750,2810,2668,27350,26284,490718,471819,50488,49312,32114,31010,16413,15561,5203,4948
R,9,2025,10,4188994,2140188,2048806,1495720,1426476,326586,318851,37874,37049,140507,132822,7628,7504,131873,126104,1616891,1542361,397646,387362,63211,61309,190280,179902,16851,16209,1576556,1504151,1027835,975415,290100,283048,16283,15504,132574,125216,4899,4817,104865,100151,1124595,1067860,346974,337982,32449,30878,174316,164589,11781,11297,563632,544655,467885,451061,36486,35803,21591,21545,7933,7606,2729,2687,27008,25953,492296,474501,50672,49380,30762,30431,15964,15313,5070,4912
R,9,2025,11,4186831,2142905,2043926,1500472,1424982,327737,318587,38181,37033,138647,131471,7362,7168,130506,124685,1620398,1539565,397762,386428,63384,61138,188049,177795,16604,15848,1582429,1506271,1035373,979318,290845,282857,16573,15918,130956,124325,4794,4688,103888,99165,1131267,1070852,346914,337351,32751,31310,172400,163056,11675,11146,560476,537655,465099,445664,36892,35730,21608,21115,7691,7146,2568,2480,26618,25520,489131,468713,50848,49077,30633,29828,15649,14739,4929,4702
R,9,2025,12,4153889,2123334,2030555,1486114,1418045,325468,316135,38289,36631,137925,130336,7274,7051,128264,122357,1603883,1530322,393908,382340,63180,60546,186747,176091,16544,15718,1569203,1496650,1025501,973910,289524,281571,16717,16003,130497,123292,4805,4572,102159,97302,1119709,1063591,344364,334708,32732,31360,171470,161537,11674,10941,554131,533905,460613,444135,35944,34564,21572,20628,7428,7044,2469,2479,26105,25055,484174,466731,49544,47632,30448,29186,15277,14554,4870,4777
R,9,2025,13,4160085,2127581,2032504,1494634,1424798,325488,314605,39047,37519,134771,127705,7178,6922,126463,120955,1610709,1535796,393073,379745,63963,61446,182559,172930,16294,15576,1569547,1494615,1029792,976374,290280,280801,16796,16159,127505,120860,4719,4460,100455,95961,1122393,1064824,344294,332897,32814,31501,167532,158646,11469,10843,558034,537889,464842,448424,35208,33804,22251,21360,7266,6845,2459,2462,26008,24994,488316,470972,48779,46848,31149,29945,15027,14284,4825,4733
R,9,2025,14,4208602,2158211,2050391,1525410,1445093,329064,317530,38176,36588,131286,123834,7138,6766,127137,120580,1642167,1555746,397119,382318,63500,60813,178965,168786,16289,15390,1585672,1501843,1044191,984865,294892,284220,17138,16158,124187,117176,4685,4330,100579,95094,1136949,1072504,349150,335727,33361,31581,163943,154599,11431,10646,572539,548548,481219,460228,34172,33310,21038,20430,7099,6658,2453,2436,26558,25486,505218,483242,47969,46591,30139,29232,15022,14187,4858,4744
R,9,2025,15,4280933,2192709,2088224,1560017,1479867,332298,320387,37402,35899,129196,123383,6860,6619,126936,122069,1676841,1592029,400248,386184,63022,60824,176153,168142,15876,15214,1604226,1524803,1060621,1002201,299349,288379,17279,16867,122442,117084,4635,4360,99900,95912,1152948,1090675,353265,340450,33535,32704,161499,154355,11274,10655,588483,563421,499396,477666,32949,32008,20123,19032,6754,6299,2225,2259,27036,26157,523893,501354,46983,45734,29487,28120,14654,13787,4602,4559
R,9,2025,16,4358018,2231327,2126691,1594286,1511547,339038,328720,37783,36185,128245,123012,6965,6790,125010,120437,1709204,1622269,406077,394094,63192,60362,174203,166688,15647,15219,1633343,1555974,1085484,1026492,305594,296322,17868,17247,121533,116697,4776,4536,98088,94680,1176017,1113882,358842,348311,33817,32450,159717,153123,11157,10718,597984,570717,508802,485055,33444,32398,19915,18938,6712,6315,2189,2254,26922,25757,533187,508387,47235,45783,29375,27912,14486,13565,4490,4501
R,9,2025,17,4542551,2328584,2213967,1666001,1576239,354257,343014,39858,37475,134883,128643,7137,6909,126448,121687,1782103,1688011,422236,409341,65422,62109,180987,172413,16187,15273,1702891,1622343,1132782,1072120,319204,309899,18499,17895,128118,122194,4856,4610,99432,95625,1224376,1160252,373384,362844,34601,33308,166549,158605,11526,10756,625693,591624,533219,504119,35053,33115,21359,19580,6765,6449,2281,2299,27016,26062,557727,527759,48852,46497,30821,28801,14438,13808,4661,4517
R,9,2025,18,4579927,2347969,2231958,1683842,1595384,354642,342647,41352,38358,137500,130320,7168,7117,123465,118132,1797227,1703670,420570,406425,67061,62775,182400,172869,16020,15554,1715479,1634062,1145054,1084884,319648,309529,18595,18181,130697,123939,4891,4799,96594,92730,1234095,1170157,371913,360398,34661,33446,167952,159360,11394,10982,632490,597896,538788,510500,34994,33118,22757,20177,6803,6381,2277,2318,26871,25402,563132,533513,48657,46027,32400,29329,14448,13509,4626,4572
R,9,2025,19,4528093,2320326,2207767,1668643,1580856,344701,335140,41403,37642,140229,134587,7201,6979,118149,112563,1777026,1684061,406866,394986,66408,61203,183834,175708,15667,14971,1699885,1622387,1139517,1079751,311174,303016,18297,17803,133507,128457,4908,4789,92482,88571,1224613,1161191,360439,350920,33828,32599,169980,162797,11146,10671,620441,585380,529126,501105,33527,32124,23106,19839,6722,6130,2293,2190,25667,23992,552413,522870,46427,44066,32580,28604,13854,12911,4521,4300
